months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
17,59,PN00004562,2020-01-27,NY,500,4765.937986247879,1000000,250000,76056,Female,High School,Manager,Divorced,51747.25797758084,12234.232195670053,2016-04-07,Theft,Head-on,Totaled,6,2,2,1,False,Ford,Convertible,2023,Snow,0,0.0,0.0,0,-7,1.05,1.0,1.5,19677.830361228225,0
109,20,PN00004563,2021-03-27,TX,500,1726.477396944335,1000000,0,77262,Female,High School,Manager,Widowed,48702.673958632484,48050.9430497602,2022-08-02,Natural Disaster,Head-on,Totaled,9,2,3,3,False,BMW,Truck,2019,Fog,1,11693.816940673356,11693.816940673356,493,3,1.0,1.1,1.2,21245.24273685461,1
96,20,PN00004564,2023-05-23,IL,1000,4606.306742925981,500000,100000,72586,Female,Bachelor,Teacher,Divorced,42727.03292625464,30085.19973062867,2024-12-04,Natural Disaster,Parked Car,Totaled,11,2,0,1,True,Toyota,Truck,2017,Rain,1,15899.866709066035,15899.866709066035,561,7,1.1,1.0,1.3,17698.78403525547,3
112,45,PN00004565,2021-03-03,FL,1000,3816.3449962728,100000,0,68450,Male,High School,Sales,Divorced,71883.48020016713,23100.84888482199,2020-04-14,Vandalism,Side-swipe,Totaled,7,1,1,2,False,BMW,Convertible,2020,Fog,0,0.0,0.0,0,0,1.05,1.1,1.2,19152.162236684035,5
22,80,PN00004566,2017-10-20,IL,1000,1193.9663681986128,250000,100000,15228,Female,Master,Engineer,Widowed,21545.366335096107,16899.452075102316,2021-05-07,Vandalism,Head-on,Minor,12,3,2,2,False,BMW,SUV,2002,Snow,0,0.0,0.0,1295,19,1.05,1.0,1.5,5082.355411165947,0
68,48,PN00004567,2016-01-23,CA,250,3246.2151273869463,100000,250000,17287,Female,PhD,Manager,Single,77393.44265038434,23038.271483689256,2022-07-29,Natural Disaster,Head-on,Major,0,4,4,1,False,Chevrolet,Convertible,2001,Clear,0,0.0,0.0,2379,21,1.0,1.2,1.0,8371.111973272582,1
69,27,PN00004568,2020-03-07,TX,2000,618.5066868814605,100000,100000,52435,Male,PhD,Teacher,Single,29234.325828610363,17073.267342202154,2016-06-02,Collision,Side-swipe,Totaled,13,1,4,4,True,Ford,Truck,2021,Snow,0,0.0,0.0,0,-5,1.0,1.0,1.5,13019.534945061852,0
37,66,PN00004569,2016-02-22,CA,500,3687.7017009688934,500000,500000,14997,Male,Bachelor,Sales,Widowed,26149.721857803223,42842.780964483914,2019-04-03,Theft,Parked Car,Minor,23,3,4,0,True,BMW,Convertible,2004,Fog,0,0.0,0.0,1136,15,1.05,1.2,1.2,6391.181058060192,0
105,38,PN00004570,2023-11-26,TX,500,3801.0538519292227,1000000,500000,74739,Female,High School,Teacher,Widowed,80917.94276437798,12791.871206691463,2017-10-22,Theft,Side-swipe,Major,10,4,1,2,False,Ford,SUV,2002,Snow,1,20748.24393462268,20748.24393462268,0,15,1.05,1.0,1.5,12428.082602717413,7
49,70,PN00004571,2016-07-26,FL,1000,4052.023288677488,100000,0,48154,Female,PhD,Clerical,Married,17437.569439792132,13998.224623344824,2017-09-12,Vandalism,Side-swipe,Minor,9,3,3,2,True,Toyota,Convertible,2002,Snow,0,0.0,0.0,413,15,1.05,1.1,1.5,5824.651863277852,1
13,71,PN00004572,2016-05-12,NY,250,1276.362743550957,500000,500000,35492,Female,PhD,Teacher,Married,86251.90908548812,35481.0245729456,2023-08-27,Theft,Head-on,Major,0,1,3,0,True,Toyota,Coupe,2009,Fog,0,0.0,0.0,2663,14,1.0,1.2,1.2,9905.696745328674,0
34,74,PN00004573,2015-02-18,NY,1000,3327.1247342638894,1000000,250000,61134,Female,PhD,Clerical,Married,97786.5722912129,45046.37413152416,2021-03-11,Vandalism,Rear-end,Totaled,14,2,3,2,True,Honda,Convertible,2007,Fog,0,0.0,0.0,2213,14,1.05,1.0,1.2,14370.67640670771,1
109,37,PN00004574,2015-09-10,TX,250,1304.8550817244447,100000,0,33023,Female,Bachelor,Manager,Widowed,31987.36752092207,34005.794796179325,2016-11-18,Collision,Head-on,Minor,9,1,0,2,True,Toyota,SUV,2003,Rain,0,0.0,0.0,435,13,1.05,1.1,1.3,5463.914612966476,0
86,66,PN00004575,2023-10-04,IL,2000,4759.925375251291,500000,0,63464,Female,High School,Manager,Divorced,92787.372293308,4236.43272378565,2023-01-07,Vandalism,Parked Car,Totaled,8,1,2,4,True,Honda,Truck,2004,Snow,0,0.0,0.0,0,19,1.1,1.1,1.5,12457.395049313038,6
53,24,PN00004576,2017-06-29,CA,500,3537.548117063755,100000,0,79457,Male,High School,Teacher,Widowed,56641.46968086147,44949.13286750113,2017-01-17,Vandalism,Parked Car,Minor,12,1,0,3,False,BMW,Convertible,2023,Clear,1,14536.493685535876,14536.493685535876,0,-6,1.1,1.0,1.0,7812.694724029656,0
87,46,PN00004577,2016-06-19,FL,500,928.9663160182508,250000,500000,95654,Female,PhD,Manager,Widowed,25933.868187452612,38466.20485514909,2024-01-21,Natural Disaster,Side-swipe,Major,22,2,1,3,False,Toyota,Truck,2011,Snow,0,0.0,0.0,2772,13,1.1,1.2,1.5,9465.854419570725,2
51,65,PN00004578,2017-03-22,IL,250,1341.6450350262025,1000000,100000,28429,Male,High School,Teacher,Widowed,45263.37311682093,11985.968805775781,2018-08-06,Collision,Rear-end,Totaled,12,1,0,0,True,Toyota,Truck,2022,Rain,0,0.0,0.0,502,-4,1.0,1.0,1.3,11723.256846539174,0
3,30,PN00004579,2019-06-29,NY,2000,3485.570441583865,1000000,500000,69323,Male,High School,Teacher,Widowed,80005.45038558301,3130.374631344962,2018-06-02,Vandalism,Side-swipe,Totaled,7,2,2,1,False,Toyota,Truck,2013,Clear,0,0.0,0.0,0,5,1.0,1.1,1.0,9723.671964730445,0
42,20,PN00004580,2019-03-05,IL,2000,2645.017232718239,100000,0,69665,Male,PhD,Clerical,Single,66663.72157591667,35873.96587672996,2023-08-23,Theft,Rear-end,Major,9,2,3,0,True,Chevrolet,Convertible,2011,Fog,0,0.0,0.0,1632,12,1.0,1.1,1.2,12227.552384196386,0
98,19,PN00004581,2022-09-12,CA,500,3813.339497948953,500000,100000,22019,Female,Bachelor,Engineer,Widowed,49478.242452918894,11728.958831158754,2023-05-03,Vandalism,Side-swipe,Major,13,4,1,2,True,Toyota,Truck,2004,Clear,0,0.0,0.0,233,19,1.05,1.0,1.0,10726.751243036286,2
32,33,PN00004582,2022-01-25,NY,500,1763.549595165466,500000,0,85580,Female,PhD,Teacher,Single,25731.65590547728,26190.564660803244,2017-07-30,Natural Disaster,Side-swipe,Minor,4,2,1,3,True,Ford,Truck,2020,Snow,2,14575.853370138915,17430.370893574724,0,-3,1.0,1.2,1.5,16499.240782547236,0
109,23,PN00004583,2022-03-25,TX,1000,3460.628915811846,250000,0,69450,Female,High School,Engineer,Widowed,72579.43329885983,4478.065109722295,2024-08-15,Theft,Side-swipe,Major,5,2,4,3,True,Honda,Sedan,2016,Snow,0,0.0,0.0,874,8,1.0,1.0,1.5,8987.373687487028,2
51,62,PN00004584,2015-12-11,FL,250,1296.3207561369754,250000,100000,77181,Male,High School,Sales,Divorced,31331.786442895216,28408.110712449463,2024-01-22,Collision,Rear-end,Major,3,2,1,1,False,BMW,SUV,2019,Snow,0,0.0,0.0,2964,5,1.1,1.2,1.5,12466.71756164741,0
113,88,PN00004585,2021-07-13,FL,500,2946.696185124649,500000,100000,13441,Male,High School,Manager,Divorced,33094.878986156014,1073.6859701768299,2017-10-21,Natural Disaster,Rear-end,Minor,11,2,0,3,False,Chevrolet,Sedan,2018,Fog,1,3667.05136130015,3667.05136130015,0,-1,1.05,1.0,1.2,11913.820693462541,2
85,22,PN00004586,2021-07-28,NY,2000,4810.098161974938,1000000,0,10919,Female,Bachelor,Sales,Single,74688.22108812525,26699.652815555703,2021-08-16,Theft,Rear-end,Totaled,8,1,1,0,False,Toyota,Convertible,2002,Fog,1,3241.8746064770858,3241.8746064770858,19,19,1.0,1.1,1.2,16726.475727516598,1
46,73,PN00004587,2017-11-26,TX,2000,3327.000045309439,250000,0,50150,Female,High School,Sales,Married,55843.30488053982,41684.76834332846,2021-10-15,Vandalism,Head-on,Minor,12,2,1,1,False,Honda,SUV,2015,Snow,1,4801.409040632344,4801.409040632344,1419,6,1.05,1.0,1.5,5403.133314779759,1
108,88,PN00004588,2015-11-04,CA,500,724.9712787721242,100000,500000,48194,Male,High School,Teacher,Married,18583.35267167722,29037.151548337442,2024-03-03,Collision,Head-on,Totaled,10,2,2,4,True,Chevrolet,Convertible,2002,Rain,0,0.0,0.0,3042,22,1.05,1.0,1.3,10585.568219228975,0
21,49,PN00004589,2015-03-31,FL,2000,4949.42961981482,100000,500000,23710,Male,High School,Sales,Married,68711.17867023456,44232.43487392751,2022-10-29,Collision,Side-swipe,Major,23,4,3,0,True,BMW,SUV,2014,Clear,0,0.0,0.0,2769,8,1.05,1.2,1.0,20340.05075010323,1
44,66,PN00004590,2015-09-22,NY,250,1205.8984834198952,1000000,500000,95871,Male,Bachelor,Teacher,Married,25805.246518780754,27444.085384402923,2023-04-22,Natural Disaster,Side-swipe,Minor,1,4,1,2,False,Toyota,Convertible,2006,Snow,1,7174.944217336101,7174.944217336101,2769,17,1.05,1.2,1.5,6029.838475377344,0
11,30,PN00004591,2017-03-20,FL,2000,3731.310962136973,1000000,250000,71439,Male,PhD,Manager,Married,76049.16796301551,34371.53057724627,2021-11-13,Theft,Parked Car,Minor,22,1,1,4,False,Chevrolet,Coupe,2012,Fog,0,0.0,0.0,1699,9,1.05,1.2,1.2,8844.949690687024,2
103,47,PN00004592,2022-03-30,TX,2000,2896.3851757888815,250000,0,50187,Male,High School,Manager,Married,47871.68908973542,18313.472651691198,2024-08-14,Natural Disaster,Side-swipe,Minor,22,3,0,3,True,Honda,Sedan,2020,Snow,1,40386.64545969299,40386.64545969299,868,4,1.0,1.2,1.5,8369.558876390907,3
68,42,PN00004593,2019-12-22,CA,500,1824.623095119367,100000,500000,71737,Male,High School,Sales,Widowed,59498.52891867469,14840.020781970275,2019-10-30,Natural Disaster,Head-on,Major,12,2,0,3,False,Toyota,Coupe,2018,Snow,0,0.0,0.0,0,1,1.05,1.0,1.5,12700.270214028358,0
115,77,PN00004594,2016-06-11,TX,250,1297.897184424691,1000000,0,97187,Female,Bachelor,Teacher,Single,60097.669957778,16791.11834913197,2021-01-06,Theft,Head-on,Major,22,3,4,1,True,BMW,Sedan,2022,Fog,1,5804.141511995153,5804.141511995153,1670,-1,1.1,1.2,1.2,10832.756415771975,1
1,76,PN00004595,2016-01-12,IL,250,1299.6606392452206,100000,250000,40716,Female,Master,Clerical,Widowed,14681.050333681533,5139.882999231688,2024-10-21,Theft,Parked Car,Major,2,2,0,4,False,Chevrolet,Convertible,2004,Snow,0,0.0,0.0,3205,20,1.05,1.2,1.5,9908.771630438418,0
92,45,PN00004596,2018-09-20,TX,1000,4362.798565436722,250000,500000,62451,Male,Bachelor,Clerical,Divorced,65047.54524457085,12719.570949835674,2017-06-21,Collision,Head-on,Major,17,4,1,2,False,Honda,Sedan,2019,Clear,3,12340.908871070593,15255.474132164025,0,-2,1.0,1.1,1.0,16465.19967030432,6
63,75,PN00004597,2016-05-16,TX,250,4428.106313735405,1000000,500000,45626,Female,Master,Engineer,Single,86712.73218826532,19351.81003466019,2019-10-20,Theft,Head-on,Minor,0,1,0,3,False,Honda,Convertible,2002,Fog,0,0.0,0.0,1252,17,1.05,1.2,1.2,5436.842771910008,2
24,37,PN00004598,2015-06-24,FL,1000,2593.154847311204,500000,0,53250,Male,Master,Engineer,Single,89120.20151983261,17077.453123208197,2019-04-06,Vandalism,Rear-end,Totaled,7,1,3,0,False,Chevrolet,Convertible,2006,Fog,0,0.0,0.0,1382,13,1.05,1.1,1.2,7248.788539317977,0
99,51,PN00004599,2020-03-03,TX,500,966.2965831623824,100000,0,78286,Male,Master,Engineer,Divorced,68855.24202007042,24779.458954593454,2020-01-15,Collision,Rear-end,Totaled,0,3,2,3,True,Honda,Convertible,2000,Rain,1,6115.341490371878,6115.341490371878,0,20,1.1,1.2,1.3,10467.801729453917,0
13,22,PN00004600,2015-07-27,NY,2000,4478.742967310554,1000000,100000,81850,Male,Master,Sales,Married,96897.60945269126,24413.358779764993,2022-12-28,Natural Disaster,Parked Car,Totaled,1,4,2,1,False,BMW,Convertible,2007,Fog,0,0.0,0.0,2711,15,1.1,1.2,1.2,10795.789074823628,0
111,77,PN00004601,2016-11-19,FL,250,2691.574187787901,250000,100000,59905,Male,Master,Teacher,Married,59827.61654781469,36770.09446001202,2020-10-30,Natural Disaster,Side-swipe,Minor,14,2,4,2,False,Chevrolet,Convertible,2021,Clear,1,7818.629090911377,7818.629090911377,1441,-1,1.05,1.0,1.0,10449.379941902886,4
98,60,PN00004602,2021-06-08,FL,1000,2474.430902901112,500000,500000,27870,Female,Bachelor,Engineer,Divorced,25487.316179804977,19787.12975389507,2016-06-12,Vandalism,Head-on,Totaled,5,1,4,2,False,Ford,Convertible,2016,Fog,1,4068.157370350873,4068.157370350873,0,0,1.0,1.0,1.2,17328.86970152755,1
11,74,PN00004603,2019-11-10,IL,250,2333.1066099692907,1000000,100000,55313,Male,High School,Teacher,Widowed,66017.28027452504,33861.19183585743,2023-12-29,Theft,Head-on,Major,11,4,4,3,False,BMW,Coupe,2003,Fog,0,0.0,0.0,1510,20,1.1,1.0,1.2,12647.264762467508,0
100,74,PN00004604,2023-02-15,NY,500,2142.5637823664256,100000,500000,73959,Male,Bachelor,Sales,Widowed,90917.6077082128,44531.32962493588,2024-09-06,Theft,Side-swipe,Minor,13,4,2,4,True,Honda,Convertible,2022,Fog,1,15493.064523711586,15493.064523711586,569,2,1.05,1.0,1.2,7471.677190056007,1
51,71,PN00004605,2019-06-06,TX,1000,2867.0243162386737,100000,0,42716,Male,PhD,Teacher,Single,35885.205069717675,22788.60603714131,2023-08-29,Theft,Side-swipe,Totaled,22,1,3,4,False,BMW,Sedan,2022,Clear,0,0.0,0.0,1545,1,1.0,1.2,1.0,21232.722879936,0
17,62,PN00004606,2020-07-25,IL,1000,3220.435519752669,250000,100000,22438,Female,Bachelor,Teacher,Widowed,26484.891708465464,27671.41980976676,2020-05-06,Theft,Rear-end,Minor,22,1,1,4,False,Ford,Convertible,2014,Clear,0,0.0,0.0,0,6,1.05,1.2,1.0,10948.703511299258,0
99,54,PN00004607,2015-05-01,NY,1000,2598.9449160783015,100000,500000,19632,Female,High School,Sales,Widowed,96650.42942949789,33858.88388737577,2018-09-06,Natural Disaster,Rear-end,Totaled,9,4,3,2,True,Toyota,Convertible,2013,Rain,0,0.0,0.0,1224,5,1.05,1.1,1.3,23418.95560674223,1
82,65,PN00004608,2019-04-17,IL,500,4534.9167355477,500000,0,13371,Female,High School,Clerical,Widowed,76654.9272681308,24705.349938626914,2018-05-05,Collision,Parked Car,Minor,1,3,1,0,True,Chevrolet,Convertible,2013,Clear,0,0.0,0.0,0,5,1.05,1.2,1.0,12851.744459158845,2
104,71,PN00004609,2022-08-30,CA,1000,1929.4755283827378,250000,500000,57340,Female,PhD,Teacher,Divorced,4977.823037730578,8159.92392659044,2022-11-05,Vandalism,Side-swipe,Major,12,1,0,2,True,Chevrolet,Sedan,2003,Clear,0,0.0,0.0,67,19,1.05,1.0,1.0,5394.630905252124,2
86,65,PN00004610,2019-10-14,TX,2000,3102.403355540516,250000,250000,24754,Male,PhD,Teacher,Single,56118.28590276571,14678.782526086654,2022-10-21,Theft,Parked Car,Totaled,23,4,2,2,False,Ford,Truck,2009,Rain,0,0.0,0.0,1103,13,1.05,1.2,1.3,13778.082581357718,0
24,23,PN00004611,2016-12-08,IL,500,1849.7926408729336,1000000,100000,41296,Female,Bachelor,Manager,Divorced,23443.092871348148,1409.3314462320704,2016-11-03,Natural Disaster,Side-swipe,Minor,2,3,2,3,False,Ford,Sedan,2003,Snow,1,1042.6146724650932,1042.6146724650932,0,13,1.05,1.2,1.5,3528.7021673842237,0
19,51,PN00004612,2018-12-20,CA,2000,3890.075107066404,250000,250000,56531,Male,Bachelor,Manager,Widowed,28681.642241443962,34179.592908906765,2017-09-16,Theft,Rear-end,Major,1,1,4,3,False,Toyota,Convertible,2009,Rain,0,0.0,0.0,0,8,1.05,1.2,1.3,8730.788229205467,0
37,80,PN00004613,2017-05-29,TX,2000,959.5449469770604,1000000,0,61358,Male,PhD,Engineer,Divorced,8758.674219826957,13978.796349320106,2022-05-11,Collision,Parked Car,Major,13,1,2,4,True,Honda,SUV,2018,Snow,3,7205.323540540856,11391.381614998149,1808,4,1.05,1.0,1.5,8950.815514269289,0
103,65,PN00004614,2017-02-05,IL,500,1349.1454855789964,250000,500000,26283,Male,PhD,Engineer,Single,23099.566946271265,41180.60340069444,2023-01-15,Natural Disaster,Side-swipe,Major,1,2,0,2,True,Honda,SUV,2016,Rain,0,0.0,0.0,2170,7,1.1,1.2,1.3,12440.57359067038,0
85,40,PN00004615,2018-01-31,IL,250,4105.406344671279,1000000,500000,24367,Male,Bachelor,Sales,Married,50522.6963211584,32795.61113060127,2021-07-30,Theft,Side-swipe,Minor,0,4,3,2,True,Ford,Convertible,2017,Snow,0,0.0,0.0,1276,4,1.0,1.2,1.5,12150.285560799264,2
8,30,PN00004616,2018-02-20,IL,2000,1324.3891784879243,1000000,0,28753,Male,PhD,Sales,Single,7856.342581199172,36806.52184564962,2017-02-02,Natural Disaster,Parked Car,Minor,10,1,0,1,False,Honda,SUV,2013,Clear,2,3670.4453462905103,5618.570485386764,0,4,1.1,1.0,1.0,9591.0099614341,0
28,64,PN00004617,2020-01-01,IL,500,3315.8585578763305,1000000,250000,40779,Female,PhD,Manager,Widowed,88969.37446732409,44123.18260438017,2016-03-02,Collision,Parked Car,Major,0,4,3,3,True,BMW,Coupe,2010,Rain,0,0.0,0.0,0,6,1.05,1.2,1.3,11931.692938053577,0
5,61,PN00004618,2016-08-31,FL,2000,4866.095533568886,500000,500000,49933,Female,Bachelor,Manager,Widowed,77540.29803581884,21285.04129132578,2017-08-07,Natural Disaster,Rear-end,Minor,11,1,4,1,True,Chevrolet,SUV,2001,Clear,1,15693.030664420556,15693.030664420556,341,16,1.0,1.0,1.0,6718.154664601267,3
17,49,PN00004619,2015-05-22,IL,1000,2853.007761946846,1000000,250000,17346,Female,High School,Engineer,Single,38138.14198603105,9430.566429340586,2024-08-04,Natural Disaster,Rear-end,Major,22,4,3,2,False,BMW,Convertible,2022,Clear,1,10197.068877796904,10197.068877796904,3362,2,1.0,1.2,1.0,17175.669202803,1
101,43,PN00004620,2021-11-20,FL,2000,1343.2840085303114,500000,250000,46538,Female,PhD,Manager,Married,13022.759393162298,46775.621922311155,2019-06-21,Vandalism,Parked Car,Totaled,8,3,3,0,True,Honda,Truck,2013,Fog,0,0.0,0.0,0,6,1.0,1.1,1.2,16662.518824558658,1
36,70,PN00004621,2021-12-11,FL,2000,1943.1097056168687,1000000,250000,53212,Male,Master,Teacher,Married,99397.30082024935,49791.385549290106,2022-02-19,Vandalism,Rear-end,Major,13,4,3,1,False,Honda,SUV,2017,Clear,0,0.0,0.0,70,5,1.1,1.0,1.0,8729.599244080724,0
118,31,PN00004622,2021-12-02,CA,2000,4205.561344044072,1000000,100000,99488,Female,PhD,Teacher,Married,56330.6674932052,10898.36938631663,2024-12-10,Natural Disaster,Side-swipe,Minor,21,2,4,3,True,Honda,SUV,2009,Rain,0,0.0,0.0,1104,15,1.1,1.0,1.3,7278.233844420205,6
19,69,PN00004623,2017-10-03,TX,1000,2082.474109039882,500000,250000,85890,Female,Bachelor,Manager,Single,42297.52658647698,37049.53952589335,2024-10-05,Collision,Rear-end,Minor,14,2,2,2,False,Honda,Truck,2019,Snow,0,0.0,0.0,2559,5,1.05,1.0,1.5,9573.41117729746,0
64,53,PN00004624,2022-04-05,FL,2000,3755.801115634161,500000,100000,90637,Male,Master,Sales,Widowed,19863.921703027198,3613.586333138308,2016-12-23,Vandalism,Rear-end,Totaled,7,2,2,1,False,Toyota,SUV,2012,Rain,0,0.0,0.0,0,4,1.1,1.1,1.3,11145.299434176333,1
91,25,PN00004625,2018-04-23,NY,500,3998.075282978046,500000,250000,43859,Female,Master,Engineer,Widowed,20321.659282757322,1373.5160004400504,2021-08-05,Natural Disaster,Rear-end,Minor,13,1,2,3,True,BMW,SUV,2019,Clear,0,0.0,0.0,1200,2,1.0,1.0,1.0,6809.7823058558915,5
117,57,PN00004626,2020-08-05,FL,2000,2755.3228126032386,500000,250000,37045,Female,PhD,Teacher,Widowed,79620.9158405161,33756.440155410644,2017-01-20,Theft,Side-swipe,Minor,11,2,1,2,False,Ford,Convertible,2003,Snow,1,4476.984898841538,4476.984898841538,0,14,1.1,1.0,1.5,6364.706465938283,0
98,39,PN00004627,2019-08-15,NY,500,4024.4602296487506,1000000,100000,99919,Female,Bachelor,Sales,Divorced,51988.11734966193,12757.965809152272,2021-02-05,Vandalism,Rear-end,Major,18,4,1,2,True,Chevrolet,Truck,2023,Snow,2,11422.4249665108,16095.984137828063,540,-2,1.1,1.1,1.5,20059.415674642427,3
11,33,PN00004628,2021-03-05,CA,2000,1926.0635199269648,1000000,500000,32737,Male,Bachelor,Manager,Widowed,98400.19608581015,43392.52323024442,2019-07-08,Collision,Parked Car,Major,11,1,1,1,True,BMW,Coupe,2021,Clear,0,0.0,0.0,0,-2,1.0,1.0,1.0,7602.092846702211,0
54,77,PN00004629,2020-05-16,NY,2000,2822.718410223826,250000,500000,27261,Female,PhD,Engineer,Married,95309.77283196313,25653.48546123671,2017-11-26,Vandalism,Side-swipe,Minor,1,2,0,1,True,Ford,SUV,2009,Clear,0,0.0,0.0,0,8,1.05,1.2,1.0,8255.985812924284,0
45,77,PN00004630,2015-09-07,CA,2000,3589.512187874632,250000,0,38618,Male,High School,Engineer,Divorced,20682.78025810296,39102.272297598625,2019-04-25,Vandalism,Rear-end,Major,17,3,2,3,True,Chevrolet,Coupe,2003,Rain,0,0.0,0.0,1326,16,1.05,1.1,1.3,12694.097743049315,2
47,27,PN00004631,2015-12-26,CA,250,1256.3291628697116,1000000,0,48868,Female,Master,Sales,Single,99937.53548255867,5173.390727653249,2017-10-23,Vandalism,Side-swipe,Major,0,4,3,0,True,Honda,SUV,2019,Clear,0,0.0,0.0,667,-2,1.05,1.2,1.0,10000.877837045575,1
12,42,PN00004632,2018-02-19,CA,250,1731.2988532198535,250000,500000,16512,Male,Bachelor,Sales,Married,98659.4839644748,43723.09641735006,2016-10-06,Collision,Parked Car,Totaled,6,1,4,1,True,Ford,Sedan,2011,Rain,0,0.0,0.0,0,5,1.05,1.0,1.3,14023.483547901913,0
118,48,PN00004633,2019-04-18,NY,1000,3434.1647152714345,500000,0,97605,Male,Bachelor,Sales,Single,79927.95481148416,9496.875216729744,2019-02-21,Natural Disaster,Head-on,Minor,2,1,4,3,False,BMW,Truck,2023,Rain,1,8774.580564215577,8774.580564215577,0,-4,1.1,1.2,1.3,11567.21745248514,3
21,38,PN00004634,2016-07-16,NY,500,3449.1205392329907,250000,500000,95551,Female,PhD,Manager,Widowed,39090.985351740805,28411.181172286582,2022-06-19,Vandalism,Head-on,Minor,19,3,1,2,False,Chevrolet,Coupe,2016,Rain,1,12685.087229905592,12685.087229905592,2164,6,1.0,1.0,1.3,7352.95452168638,0
118,50,PN00004635,2019-09-14,CA,1000,2719.8619090384054,500000,0,44329,Male,PhD,Manager,Divorced,22414.479884270066,30484.52053304362,2020-01-28,Vandalism,Side-swipe,Totaled,17,2,0,3,True,Toyota,Truck,2022,Rain,0,0.0,0.0,136,-2,1.1,1.1,1.3,22929.650809368566,2
11,48,PN00004636,2017-03-27,CA,500,4080.134105519542,1000000,500000,97367,Male,High School,Sales,Single,10315.870729830756,3297.4288410543563,2019-12-18,Natural Disaster,Parked Car,Major,23,2,1,1,False,Ford,Sedan,2022,Clear,1,17277.121037823767,17277.121037823767,996,-3,1.1,1.2,1.0,18133.622722230844,1
103,38,PN00004637,2022-03-17,TX,1000,2669.24705902239,250000,100000,52071,Male,PhD,Manager,Married,5197.423002870672,48878.14296345129,2016-12-31,Theft,Parked Car,Minor,8,4,1,4,False,Ford,Sedan,2002,Fog,1,5156.121251324473,5156.121251324473,0,14,1.1,1.1,1.2,3797.868892232792,1
92,53,PN00004638,2023-12-10,CA,1000,4465.9501943618,500000,0,61306,Female,Bachelor,Engineer,Married,82080.23833265343,15112.050922936287,2016-10-18,Vandalism,Head-on,Totaled,20,4,3,1,True,Honda,Convertible,2011,Clear,0,0.0,0.0,0,5,1.05,1.0,1.0,10596.764240450408,3
5,82,PN00004639,2020-11-23,IL,2000,3811.5654389237543,1000000,100000,26587,Male,Master,Clerical,Single,94556.16193456404,35705.71367868628,2018-01-03,Natural Disaster,Side-swipe,Totaled,13,3,2,3,True,Chevrolet,Convertible,2004,Snow,0,0.0,0.0,0,14,1.1,1.0,1.5,14442.883247368693,1
81,21,PN00004640,2017-10-17,TX,2000,1916.126884865036,1000000,100000,31060,Female,Bachelor,Manager,Widowed,77255.73194199472,31582.368008959682,2023-12-20,Theft,Rear-end,Minor,2,3,1,4,False,Ford,Coupe,2023,Snow,1,4720.54301878671,4720.54301878671,2255,0,1.1,1.2,1.5,9528.898110610293,0
